2015,name,quintile
645331754,A,3
2911725962,AAL,5
266943089,AAP,1
13068421452,AAPL,5
2643033869,ABBV,5
516230562,ABC,3
1469323607,ABT,5
625667611,ACN,3
705457871,ADBE,3
635265157,ADI,3
998237181,ADM,4
475937123,ADP,3
108114077,ADS,1
662218891,ADSK,3
419976273,AEE,2
709564495,AEP,3
1540696313,AES,5
733005694,AET,3
540280065,AFL,3
827786506,AGN,4
2092664692,AIG,5
316028823,AIV,2
153806598,AIZ,1
252437231,AJG,1
447929055,AKAM,2
365758239,ALB,2
199904921,ALGN,1
347781027,ALK,2
681300192,ALL,3
164949212,ALLE,1
417719755,ALXN,2
4312906237,AMAT,5
3444500704,AMD,5
314243005,AME,2
107742247,AMG,1
893430721,AMGN,4
302482269,AMP,2
598560185,AMT,3
957259202,AMZN,4
641828567,ANDV,3
95976789,ANSS,1
499155827,ANTM,3
307756343,AON,2
329598966,AOS,2
1126091561,APA,4
1259432407,APC,4
302812981,APD,2
286799273,APH,1
99835229,ARE,1
2149721327,ARNC,5
1926729439,ATVI,5
191142615,AVB,1
796502406,AVGO,4
198365086,AVY,1
221928438,AWK,1
1605298549,AXP,5
104344043,AYI,1
67169768,AZO,1
986545341,BA,4
21277893728,BAC,5
1469587298,BAX,5
1053608305,BBT,4
1251638397,BBY,4
279736036,BDX,1
702751423,BEN,3
306465460,BF.B,2
551794477,BIIB,3
1497088978,BK,5
164888100,BLK,1
560483232,BLL,3
1654420973,BMY,5
907626787,BRK.B,4
2555918073,BSX,5
509504498,BWA,3
202457604,BXP,1
4644856218,C,5
734987376,CA,3
804687503,CAG,4
541846968,CAH,3
1574296588,CAT,5
477731268,CB,3
479690124,CBG,3
160031946,CBOE,1
1328700500,CBS,5
584790919,CCI,3
1016847771,CCL,4
836427846,CDNS,4
1294917743,CELG,5
518625230,CERN,3
756106696,CF,3
1240846003,CFG,4
380237776,CHD,2
5359661286,CHK,5
430500059,CHRW,2
359486523,CHTR,2
506292007,CI,3
152362686,CINF,1
817993260,CL,4
223438958,CLX,1
535755329,CMA,3
7071640814,CMCSA,5
384846112,CME,2
177308784,CMG,1
493753626,CMI,3
682920041,CMS,3
399168506,CNC,2
1034352745,CNP,4
726754143,COF,3
1592263068,COG,5
199903316,COL,1
119292156,COO,1
2110003541,COP,5
540530796,COST,3
357390704,COTY,2
401050950,CPB,2
1046620067,CRM,4
6829954140,CSCO,5
2160461624,CSX,5
160240715,CTAS,1
1225567445,CTL,4
883438904,CTSH,4
465751122,CTXS,2
1222036428,CVS,4
2331649586,CVX,5
420924175,CXO,2
652697467,D,3
2714834602,DAL,5
785626807,DE,4
894595313,DFS,4
923550368,DG,4
338750351,DGX,2
1360234034,DHI,5
806555139,DHR,4
2102199823,DIS,5
970974912,DISCA,4
547768498,DISCK,3
393310653,DISH,2
296548711,DLR,2
759030875,DLTR,3
429726134,DOV,2
318715564,DPS,2
608932202,DRE,3
397630749,DRI,2
274416414,DTE,1
876568614,DUK,4
299122503,DVA,2
1129054937,DVN,4
859443640,EA,4
2762069494,EBAY,5
325700529,ECL,2
556713713,ED,3
156217937,EFX,1
573066228,EIX,3
469303773,EL,3
372661402,EMN,2
1242506692,EMR,4
1177646525,EOG,4
199014505,EQIX,1
436104914,EQR,2
390872234,EQT,2
377189851,ES,2
1036942689,ESRX,4
88530378,ESS,1
819235394,ETFC,4
784355956,ETN,3
354438275,ETR,2
535363499,EW,3
1911261163,EXC,5
364436226,EXPD,2
510705018,EXPE,3
235554032,EXR,1
6993124622,F,5
680184241,FAST,3
6794501138,FB,5
353259095,FBHS,2
7297124410,FCX,5
440764927,FDX,2
847763413,FE,4
276034412,FFIV,1
376726213,FIS,2
290718602,FISV,2
2009768386,FITB,5
520865457,FL,3
209469266,FLIR,1
396151506,FLR,2
373366430,FLS,2
314634088,FMC,2
1073243092,FOX,4
3580416830,FOXA,5
91809094,FRT,1
849319030,FTI,4
366439687,GD,2
13240903695,GE,5
1108020461,GGP,4
2836407949,GILD,5
790283122,GIS,4
2571664359,GLW,5
3828384528,GM,5
521202260,GOOG,3
546889106,GOOGL,3
191400407,GPC,1
336246627,GPN,2
1159213627,GPS,4
375432764,GRMN,2
703458267,GS,3
870491770,GT,4
168915405,GWW,1
3485458281,HAL,5
331076908,HAS,2
2281669071,HBAN,5
865331971,HBI,4
1012619587,HCA,4
603427034,HCN,3
880388534,HCP,4
1288944611,HD,4
784392929,HES,4
786714053,HIG,4
80144132,HII,1
653211012,HOG,3
591867726,HOLX,3
776625464,HON,3
603012782,HP,3
713996897,HRB,3
483158194,HRL,3
248865951,HRS,1
252615670,HSIC,1
2086368995,HST,5
307499976,HSY,2
386078374,HUM,2
1105809640,IBM,4
901707370,ICE,4
191264178,IDXX,1
112903090,IFF,1
407685820,ILMN,2
342386939,INCY,2
122869307,INFO,1
7634674387,INTC,5
450962746,INTU,2
764906104,IP,3
896389475,IPG,4
187076489,IQV,1
558882301,IR,3
405743049,IRM,2
